,fullpath,tempo,genre,dataset
6583,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128811.wav,,Instrumental,fma
6584,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128812.wav,,Instrumental,fma
6585,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128813.wav,,Instrumental,fma
6586,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128814.wav,,Instrumental,fma
6587,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128815.wav,,Instrumental,fma
6588,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128816.wav,,Instrumental,fma
6589,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128825.wav,,Experimental,fma
6590,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128827.wav,,Experimental,fma
6591,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128828.wav,,Experimental,fma
6592,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128835.wav,,Experimental,fma
6593,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128845.wav,,Experimental,fma
6594,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128878.wav,,Experimental,fma
6595,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128879.wav,,Experimental,fma
6596,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128880.wav,,Experimental,fma
6597,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128881.wav,,Experimental,fma
6598,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128882.wav,,Experimental,fma
6599,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128885.wav,,Instrumental,fma
6600,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128886.wav,,Instrumental,fma
6601,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128887.wav,,Instrumental,fma
6602,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128888.wav,,Instrumental,fma
6603,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128927.wav,,Hip-Hop,fma
6604,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/128/128992.wav,,Experimental,fma
6605,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129039.wav,,Instrumental,fma
6606,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129040.wav,,Instrumental,fma
6607,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129042.wav,,Instrumental,fma
6608,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129043.wav,,Instrumental,fma
6609,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129044.wav,,Instrumental,fma
6610,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129046.wav,,Rock,fma
6611,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129048.wav,,Pop,fma
6612,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129049.wav,,Pop,fma
6613,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129051.wav,,Pop,fma
6614,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129052.wav,,Pop,fma
6615,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129053.wav,,Pop,fma
6616,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129054.wav,,Pop,fma
6617,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129055.wav,,Pop,fma
6618,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129056.wav,,Pop,fma
6619,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129088.wav,,Rock,fma
6620,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129089.wav,,Rock,fma
6621,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129090.wav,,Rock,fma
6622,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129091.wav,,Rock,fma
6623,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129092.wav,,Rock,fma
6624,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129093.wav,,Rock,fma
6625,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129094.wav,,Rock,fma
6626,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129095.wav,,Rock,fma
6627,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129096.wav,,Rock,fma
6628,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129097.wav,,Rock,fma
6629,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129098.wav,,Rock,fma
6630,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129184.wav,,Instrumental,fma
6631,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129185.wav,,Instrumental,fma
6632,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129186.wav,,Instrumental,fma
6633,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129187.wav,,Instrumental,fma
6634,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129188.wav,,Instrumental,fma
6635,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129189.wav,,Instrumental,fma
6636,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129190.wav,,Instrumental,fma
6637,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129268.wav,,Rock,fma
6638,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129362.wav,,Pop,fma
6639,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129372.wav,,Pop,fma
6640,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129374.wav,,Pop,fma
6641,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129375.wav,,Pop,fma
6642,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129391.wav,,Pop,fma
6643,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129392.wav,,Pop,fma
6644,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129393.wav,,Pop,fma
6645,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129395.wav,,International,fma
6646,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129396.wav,,International,fma
6647,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129397.wav,,International,fma
6648,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129398.wav,,International,fma
6649,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129399.wav,,Rock,fma
6650,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129400.wav,,International,fma
6651,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129401.wav,,International,fma
6652,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129402.wav,,International,fma
6653,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129403.wav,,International,fma
6654,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129404.wav,,International,fma
6655,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129405.wav,,International,fma
6656,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129406.wav,,International,fma
6657,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129407.wav,,International,fma
6658,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129439.wav,,Folk,fma
6659,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129442.wav,,Folk,fma
6660,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129444.wav,,Folk,fma
6661,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129620.wav,,Experimental,fma
6662,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129622.wav,,Experimental,fma
6663,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129624.wav,,Experimental,fma
6664,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129674.wav,,Hip-Hop,fma
6665,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129675.wav,,Hip-Hop,fma
6666,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129683.wav,,Folk,fma
6667,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129694.wav,,Folk,fma
6668,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129695.wav,,Folk,fma
6669,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129696.wav,,Folk,fma
6670,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129742.wav,,Electronic,fma
6671,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129806.wav,,Hip-Hop,fma
6672,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129807.wav,,Hip-Hop,fma
6673,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129808.wav,,Hip-Hop,fma
6674,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129816.wav,,International,fma
6675,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129874.wav,,International,fma
6676,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129875.wav,,International,fma
6677,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129876.wav,,International,fma
6678,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129879.wav,,International,fma
6679,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129880.wav,,International,fma
6680,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129882.wav,,International,fma
6681,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129883.wav,,International,fma
6682,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129884.wav,,International,fma
6683,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129885.wav,,International,fma
6684,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129886.wav,,International,fma
6685,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129887.wav,,International,fma
6686,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129889.wav,,International,fma
6687,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129904.wav,,Hip-Hop,fma
6688,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129910.wav,,Hip-Hop,fma
6689,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129914.wav,,Hip-Hop,fma
6690,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129915.wav,,Hip-Hop,fma
6691,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129918.wav,,Hip-Hop,fma
6692,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129919.wav,,Hip-Hop,fma
6693,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129920.wav,,Hip-Hop,fma
6694,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129922.wav,,International,fma
6695,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129923.wav,,International,fma
6696,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129924.wav,,International,fma
6697,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129925.wav,,International,fma
6698,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129926.wav,,International,fma
6699,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129927.wav,,International,fma
6700,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129962.wav,,Rock,fma
6701,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129968.wav,,Rock,fma
6702,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129969.wav,,Rock,fma
6703,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129970.wav,,Rock,fma
6704,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129972.wav,,Rock,fma
6705,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129973.wav,,Rock,fma
6706,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/129/129997.wav,,Rock,fma
6707,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130016.wav,,Rock,fma
6708,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130084.wav,,Rock,fma
6709,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130129.wav,,Electronic,fma
6710,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130130.wav,,Electronic,fma
6711,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130131.wav,,Electronic,fma
6712,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130132.wav,,Electronic,fma
6713,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130133.wav,,Electronic,fma
6714,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130134.wav,,Electronic,fma
6715,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130135.wav,,Electronic,fma
6716,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130136.wav,,Electronic,fma
6717,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130137.wav,,Electronic,fma
6718,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130168.wav,,Hip-Hop,fma
6719,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130170.wav,,Hip-Hop,fma
6720,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130218.wav,,Hip-Hop,fma
6721,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130265.wav,,Pop,fma
6722,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130347.wav,,Folk,fma
6723,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130349.wav,,Folk,fma
6724,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130367.wav,,Pop,fma
6725,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130368.wav,,Pop,fma
6726,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130369.wav,,Pop,fma
6727,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130370.wav,,Pop,fma
6728,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130371.wav,,Pop,fma
6729,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130372.wav,,Pop,fma
6730,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130440.wav,,Hip-Hop,fma
6731,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130454.wav,,Hip-Hop,fma
6732,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130456.wav,,Hip-Hop,fma
6733,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130650.wav,,Hip-Hop,fma
6734,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130667.wav,,Folk,fma
6735,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130682.wav,,Rock,fma
6736,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130683.wav,,Rock,fma
6737,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130689.wav,,Rock,fma
6738,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130691.wav,,Rock,fma
6739,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130692.wav,,Rock,fma
6740,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130693.wav,,Rock,fma
6741,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130702.wav,,Hip-Hop,fma
6742,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130709.wav,,Hip-Hop,fma
6743,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130710.wav,,Hip-Hop,fma
6744,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130711.wav,,Hip-Hop,fma
6745,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130752.wav,,Instrumental,fma
6746,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130758.wav,,Folk,fma
6747,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130920.wav,,Electronic,fma
6748,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130921.wav,,Electronic,fma
6749,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130922.wav,,Electronic,fma
6750,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130923.wav,,Electronic,fma
6751,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130927.wav,,Instrumental,fma
6752,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130929.wav,,Instrumental,fma
6753,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130930.wav,,Instrumental,fma
6754,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130931.wav,,Instrumental,fma
6755,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130932.wav,,Instrumental,fma
6756,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130933.wav,,Instrumental,fma
6757,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130934.wav,,Instrumental,fma
6758,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130937.wav,,Folk,fma
6759,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130940.wav,,Folk,fma
6760,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130944.wav,,Folk,fma
6761,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130945.wav,,Folk,fma
6762,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130948.wav,,Folk,fma
6763,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130950.wav,,Folk,fma
6764,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130951.wav,,Folk,fma
6765,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130952.wav,,Folk,fma
6766,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130953.wav,,Folk,fma
6767,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130954.wav,,Folk,fma
6768,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130955.wav,,Folk,fma
6769,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130956.wav,,Folk,fma
6770,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130963.wav,,Folk,fma
6771,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130964.wav,,Folk,fma
6772,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130986.wav,,Experimental,fma
6773,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130988.wav,,Instrumental,fma
6774,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130989.wav,,Instrumental,fma
6775,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130990.wav,,Instrumental,fma
6776,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130991.wav,,Instrumental,fma
6777,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130992.wav,,Instrumental,fma
6778,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/130/130993.wav,,Instrumental,fma
6779,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131016.wav,,Hip-Hop,fma
6780,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131019.wav,,Hip-Hop,fma
6781,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131020.wav,,Hip-Hop,fma
6782,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131021.wav,,Hip-Hop,fma
6783,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131024.wav,,Experimental,fma
6784,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131166.wav,,Rock,fma
6785,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131292.wav,,Rock,fma
6786,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131323.wav,,Instrumental,fma
6787,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131324.wav,,Instrumental,fma
6788,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131325.wav,,Instrumental,fma
6789,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131326.wav,,Instrumental,fma
6790,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131327.wav,,Instrumental,fma
6791,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131385.wav,,Experimental,fma
6792,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131410.wav,,Experimental,fma
6793,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131422.wav,,Hip-Hop,fma
6794,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/131/131425.wav,,Hip-Hop,fma
